h,a,c,theta_h,theta_a,average edge weight,std. of average comm. states,range of average comm. states,number of communities,modularity
0.03,0.01,0.01,0.3,0.01,0.006269850532294916,4.288616677221787,13.96819420425598,8,0.5818862101757591
0.03,0.01,0.01,0.3,0.03,0.007710617765339617,3.9141969189419767,11.635267722131738,7,0.5260670209761993
0.03,0.01,0.01,0.3,0.1,0.004489020989401203,3.611869969085726,11.677525784121412,7,0.6560109048485109
0.03,0.01,0.01,0.3,0.3,0.0015132328831681107,4.057161246185624,15.059411845643044,9,0.6707794239431577
0.03,0.03,0.01,0.01,0.01,0.2330617461233586,2.4160227785756954,4.832045557151391,2,0.25592274128599224
0.03,0.03,0.01,0.01,0.03,0.19536518392308086,2.488614135669143,4.977228271338286,2,0.2575810654621969
0.03,0.03,0.01,0.01,0.1,0.1267723792841558,2.0944486905290267,5.121074546014915,3,0.2125330466524999
0.03,0.03,0.01,0.01,0.3,0.0075557593366193925,1.733254891927541,5.772302437607115,6,0.42542699914775084
0.03,0.03,0.01,0.03,0.01,0.23982834653845111,1.9825758074247,4.759498595554267,3,0.21440253927319455
0.03,0.03,0.01,0.03,0.03,0.23539068076988812,1.9351806630403925,4.606935792075345,3,0.17394616856067574
0.03,0.03,0.01,0.03,0.1,0.15565755248115581,2.0599134117762254,5.0352376565191825,3,0.25675442479486377
0.03,0.03,0.01,0.03,0.3,0.013935402506990937,2.049482423325061,5.511489352994156,4,0.38820464795208354
0.03,0.03,0.01,0.1,0.01,0.3645885820476101,2.3140305669083197,4.628061133816639,2,0.21565265998224772
0.03,0.03,0.01,0.1,0.03,0.3245698075286394,2.212713641914689,4.425427283829378,2,0.204160075818104
0.03,0.03,0.01,0.1,0.1,0.20988308868063119,1.9382985838580196,3.876597167716039,2,0.24528726126570302
0.03,0.03,0.01,0.1,0.3,0.03989107760837849,2.4485008997268025,5.971000744323398,3,0.3086867634581744
0.03,0.03,0.01,0.3,0.01,0.6657889247397778,2.1958145256650172,4.3916290513300345,2,0.1992689837159848
0.03,0.03,0.01,0.3,0.03,0.6447517617719855,1.8134013218627967,4.435209780116692,3,0.213480537904069
0.03,0.03,0.01,0.3,0.1,0.5380643453487989,1.7490543498093214,4.224941427448875,3,0.17582147710351356
0.03,0.03,0.01,0.3,0.3,0.23255697852085874,2.437609094407398,4.875218188814796,2,0.23867833384289494
0.03,0.1,0.01,0.01,0.01,8.345325730072638,1.345727103479334,2.691454206958668,2,0.036076525055326075
0.03,0.1,0.01,0.01,0.03,8.24983078390009,1.4952826144406024,2.990565228881205,2,0.03721917722022611
0.03,0.1,0.01,0.01,0.1,8.68508415991138,1.5146152925061107,3.0292305850122214,2,0.03904266878576343
0.03,0.1,0.01,0.01,0.3,6.322361804441703,1.6877313422980746,3.3754626845961493,2,0.03987295610760136
0.03,0.1,0.01,0.03,0.01,9.330359724470803,1.3449384519941532,2.6898769039883064,2,0.039347296390729175
0.03,0.1,0.01,0.03,0.03,8.213002961751792,1.2694212857390188,2.5388425714780376,2,0.033695262286035366
0.03,0.1,0.01,0.03,0.1,7.71937763981375,1.3690471693444795,2.738094338688959,2,0.039592826227916156
0.03,0.1,0.01,0.03,0.3,6.355281914858054,1.3659423956383292,2.7318847912766584,2,0.0384416489315664
0.03,0.1,0.01,0.1,0.01,9.090986740192431,1.380960663553753,2.761921327107506,2,0.03424416549945253
0.03,0.1,0.01,0.1,0.03,8.93885500524811,1.694429896168361,3.388859792336722,2,0.03517745162787314
0.03,0.1,0.01,0.1,0.1,8.659331265263228,1.65924225834009,3.31848451668018,2,0.03850188846073177
0.03,0.1,0.01,0.1,0.3,7.092368950620055,1.3560818074488044,2.7121636148976087,2,0.0414674607834388
0.03,0.1,0.01,0.3,0.01,10.184892937878516,1.539438822633851,3.078877645267702,2,0.0357896795401324
0.03,0.1,0.01,0.3,0.03,9.083353275421292,1.3945890243507195,2.7891780487014395,2,0.03298162307183636
0.03,0.1,0.01,0.3,0.1,9.312579954872204,1.6036191271699123,3.2072382543398246,2,0.037133687027770534
0.03,0.1,0.01,0.3,0.3,6.915097603929055,1.366997283009543,2.733994566019086,2,0.04290051510375267
0.03,0.3,0.01,0.01,0.01,32.89984309063903,1.1549063701764315,2.309812740352863,2,0.007062559405553698
0.03,0.3,0.01,0.01,0.03,38.43438022505611,1.4038787084808,2.8077574169616,2,0.009265156872110825
0.03,0.3,0.01,0.01,0.1,35.88923744523463,1.1949865564760582,2.3899731129521165,2,0.008642200275622847
0.03,0.3,0.01,0.01,0.3,26.132168188003146,1.0855399451310455,2.171079890262091,2,0.00978394064373142
0.03,0.3,0.01,0.03,0.01,33.70621162816587,1.0638131810984506,2.127626362196901,2,0.007522423503981995
0.03,0.3,0.01,0.03,0.03,33.63157123419116,1.0691966287515995,2.138393257503199,2,0.006781177237444286
0.03,0.3,0.01,0.03,0.1,34.443475066238975,1.4894082935481434,2.978816587096287,2,0.010016783754344921
0.03,0.3,0.01,0.03,0.3,31.208361680401797,1.6281623048118292,3.2563246096236584,2,0.011953230455631791
0.03,0.3,0.01,0.1,0.01,39.63321339211747,1.413242653307612,2.826485306615224,2,0.008155782132714173
0.03,0.3,0.01,0.1,0.03,34.97366094021968,1.198818170067766,2.397636340135532,2,0.00680254464503946
0.03,0.3,0.01,0.1,0.1,31.51490181632961,1.3239124158661018,2.6478248317322035,2,0.008310390000675988
0.03,0.3,0.01,0.1,0.3,28.13202004234628,1.2729025265129978,2.5458050530259957,2,0.009730751148559091
0.03,0.3,0.01,0.3,0.01,38.186343076587335,1.217368917713352,2.434737835426704,2,0.006989965029675332
0.03,0.3,0.01,0.3,0.03,34.49323334086806,1.059069524659715,2.11813904931943,2,0.007327893078158648
0.03,0.3,0.01,0.3,0.1,36.45541784236447,1.5324332282083153,3.0648664564166306,2,0.009127664834849697
0.03,0.3,0.01,0.3,0.3,28.141896460576387,1.3287436423622694,2.6574872847245388,2,0.009051975140044466
0.1,0.01,0.01,0.01,0.01,1.7257167670957137e-07,3.2792691506460976,14.827278788284064,80,0.850310803544168
0.1,0.01,0.01,0.01,0.03,1.834475963423797e-07,3.0540696188570267,12.286348588193352,76,0.8566683373914282
0.1,0.01,0.01,0.01,0.1,1.5877511554569948e-07,3.6048045126555026,19.303091214186484,76,0.8236394285386996
0.1,0.01,0.01,0.01,0.3,1.320721970071036e-07,3.4793143211761954,18.935829417222116,80,0.8751289247834413
0.1,0.01,0.01,0.03,0.01,1.2648036192914474e-06,3.9011122729186316,15.868948728916761,62,0.8795144828266368
0.1,0.01,0.01,0.03,0.03,1.6622541431430782e-06,3.888425165707116,15.11388534269689,57,0.8173483488119256
0.1,0.01,0.01,0.03,0.1,1.0582721987220361e-06,3.754481216771916,17.579306727858494,59,0.9360638180589727
0.1,0.01,0.01,0.03,0.3,4.854195652733937e-07,3.340370418183512,16.18393581599107,69,0.9105635840038419
0.1,0.01,0.01,0.1,0.01,2.691297850528562e-05,4.679783979614564,19.771688156161083,26,0.8788121466278527
0.1,0.01,0.01,0.1,0.03,3.983274670251432e-05,4.246354288384487,17.205059271177703,31,0.8687710345415991
0.1,0.01,0.01,0.1,0.1,2.7918399916420918e-05,3.9166954002938392,13.264154422334618,26,0.8740153991474608
0.1,0.01,0.01,0.1,0.3,1.4045219277092398e-05,3.8019518972897957,14.369098058278666,26,0.9196986599638919
0.1,0.01,0.01,0.3,0.01,0.002980709617756338,3.8495324439110346,11.985459383767823,12,0.7750430821944216
0.1,0.01,0.01,0.3,0.03,0.0026741961169339796,5.8679326076201885,19.323570098421293,12,0.7466721813423276
0.1,0.01,0.01,0.3,0.1,0.002350461202081531,4.887251131926025,15.55315796587048,13,0.7572946567987927
0.1,0.01,0.01,0.3,0.3,0.0019407115786154376,4.596942241766622,15.506541600816014,12,0.7780907987619076
0.1,0.03,0.01,0.01,0.01,2.0358218487160775e-06,3.1919486015067458,15.50094821124856,62,0.6956754689257493
0.1,0.03,0.01,0.01,0.03,5.026610561326324e-07,3.7949415946170855,16.771312364987068,75,0.7912539319978878
0.1,0.03,0.01,0.01,0.1,4.5043421030679207e-07,3.3794794450717065,20.907942880475126,75,0.7010405839798053
0.1,0.03,0.01,0.01,0.3,6.577814142320443e-08,2.8525858287717205,12.396274427985801,87,0.8932370613185374
0.1,0.03,0.01,0.03,0.01,2.2296632092062215e-06,4.244066731831262,17.471622428829185,53,0.9220640030029227
0.1,0.03,0.01,0.03,0.03,3.4036475355465756e-06,4.090529354425938,19.911585174670588,50,0.8975095412600185
0.1,0.03,0.01,0.03,0.1,1.3353518271040915e-06,3.8148725028181145,14.22913809104319,60,0.8687704885533237
0.1,0.03,0.01,0.03,0.3,7.039708332415394e-07,3.6047291597961797,15.429985278026129,69,0.7702433273520243
0.1,0.03,0.01,0.1,0.01,9.89562769848284e-05,4.111864714760843,13.863224898151024,22,0.7826849031225361
0.1,0.03,0.01,0.1,0.03,5.870431037023753e-05,4.351862102657211,14.639136855979402,23,0.8710423360193251
0.1,0.03,0.01,0.1,0.1,3.290722206548053e-05,3.783169311223535,13.15724971177726,24,0.8729851349627826
0.1,0.03,0.01,0.1,0.3,4.362477281349089e-06,3.8541515112337184,13.146294363161132,39,0.8866117645130918
0.1,0.03,0.01,0.3,0.01,0.006945198592419172,4.7813428641707265,16.830422401101607,10,0.6525309233049915
0.1,0.03,0.01,0.3,0.03,0.005217128918251087,5.974443687017123,19.378714330470125,10,0.7035477618108976
0.1,0.03,0.01,0.3,0.1,0.004910220229486111,3.2923069927341295,10.632356348442235,8,0.7243729216050164
0.1,0.03,0.01,0.3,0.3,0.0016112315516389419,4.1154947194263,13.555394405058745,12,0.7548584436264368
0.1,0.1,0.01,0.01,0.01,0.21638742114151518,2.391006346791434,4.782012693582868,2,0.23723767014917535
0.1,0.1,0.01,0.01,0.03,0.1416160824228424,2.3812122185964184,5.795964002342259,3,0.27320055478406363
0.1,0.1,0.01,0.01,0.1,0.01594310648250034,2.8138257066649075,8.070142206035529,5,0.3752285940708155
0.1,0.1,0.01,0.01,0.3,0.0023650663218396963,3.338069772537588,10.430966365766764,6,0.5503708438800106
0.1,0.1,0.01,0.03,0.01,0.33310063321832584,2.768902175577977,5.537804351155954,2,0.21247761735158166
0.1,0.1,0.01,0.03,0.03,0.2207004323429088,2.502912789013439,5.005825578026878,2,0.2335692798593348
0.1,0.1,0.01,0.03,0.1,0.030403165028848524,2.2217398054041593,6.255733213703211,4,0.33716179011219555
0.1,0.1,0.01,0.03,0.3,0.00253874117955178,2.516023026395041,7.485180594827243,5,0.49589460989598144
0.1,0.1,0.01,0.1,0.01,0.600334763140553,1.9950427907258135,3.990085581451627,2,0.18105635122731997
0.1,0.1,0.01,0.1,0.03,0.5567046196784351,2.5609452222180424,5.121890444436085,2,0.20726987600955835
0.1,0.1,0.01,0.1,0.1,0.21415755375960038,2.068735061734183,4.969234191391003,3,0.216867589017761
0.1,0.1,0.01,0.1,0.3,0.005376425015620627,2.4388817870632096,7.186151457612438,5,0.5583632440862144
0.1,0.1,0.01,0.3,0.01,1.7424330326674247,2.657479786955337,5.314959573910674,2,0.18350388267573475
0.1,0.1,0.01,0.3,0.03,1.52378352921627,2.1987402489698225,4.397480497939645,2,0.18963490769020044
0.1,0.1,0.01,0.3,0.1,1.1757516969711415,2.281960548539935,4.56392109707987,2,0.1935368093802065
0.1,0.1,0.01,0.3,0.3,0.22165126481160696,2.151841735793799,5.239809115324329,3,0.21918961878654025
0.1,0.3,0.01,0.01,0.01,25.95314078727485,1.6224909046550957,3.2449818093101914,2,0.04554769130210798
0.1,0.3,0.01,0.01,0.03,22.839132473538456,1.0750838963066385,2.150167792613277,2,0.040558407167794436
0.1,0.3,0.01,0.01,0.1,21.253098372192863,1.4427937604893466,2.885587520978693,2,0.04245080701868145
0.1,0.3,0.01,0.01,0.3,21.21452309574696,1.8800377902222554,3.7600755804445107,2,0.0512423474522635
0.1,0.3,0.01,0.03,0.01,24.105332205030372,1.6100316660059342,3.2200633320118683,2,0.041434196160236414
0.1,0.3,0.01,0.03,0.03,23.28618893532486,1.466766832700203,2.933533665400406,2,0.03956059309518667
0.1,0.3,0.01,0.03,0.1,22.630549000594677,1.2617298403505082,2.5234596807010163,2,0.0429111028686637
0.1,0.3,0.01,0.03,0.3,20.35087343918242,1.8451186320996338,3.6902372641992676,2,0.04521757977603552
0.1,0.3,0.01,0.1,0.01,24.31478441980392,1.062237108697595,2.12447421739519,2,0.03770292463105851
0.1,0.3,0.01,0.1,0.03,23.05846733280921,1.0477310337601375,2.095462067520275,2,0.0392485330856894
0.1,0.3,0.01,0.1,0.1,22.295226288275995,1.6588486650205452,3.3176973300410904,2,0.043251755438453054
0.1,0.3,0.01,0.1,0.3,17.986982118516565,1.3137580946149574,2.627516189229915,2,0.04312731778362691
0.1,0.3,0.01,0.3,0.01,31.71201537484346,1.9368241404814832,3.8736482809629664,2,0.04846359530755534
0.1,0.3,0.01,0.3,0.03,27.849717672802402,1.5347859893379967,3.0695719786759934,2,0.040308964630948074
0.1,0.3,0.01,0.3,0.1,25.061411689610715,1.1631833832090641,2.3263667664181282,2,0.042697738058118356
0.1,0.3,0.01,0.3,0.3,20.64473033118612,1.7146343773314827,3.4292687546629654,2,0.04584440434654674
0.3,0.01,0.01,0.01,0.01,2.790470239143053e-07,3.2697717714476493,15.11550946831246,84,0.8972420082721101
0.3,0.01,0.01,0.01,0.03,3.8682906703060937e-07,3.6462107949045666,16.92398476636719,84,0.8847007461412382
0.3,0.01,0.01,0.01,0.1,2.515267692783849e-07,3.558147935040808,15.845254070260692,83,0.8565499663126034
0.3,0.01,0.01,0.01,0.3,1.2011068192818706e-07,3.956064548751104,19.99144516974772,94,0.8122909734972779
0.3,0.01,0.01,0.03,0.01,3.493495810093841e-06,3.5958650372061354,17.269844187597982,55,0.9163471684797773
0.3,0.01,0.01,0.03,0.03,3.4531745766502205e-06,3.8993530344800136,15.602037327105737,59,0.9096743644645837
0.3,0.01,0.01,0.03,0.1,2.476913311780356e-06,3.6217169090088057,17.096063029355722,62,0.9343978694687344
0.3,0.01,0.01,0.03,0.3,2.486488927932091e-06,3.7748338380654087,14.613475544017934,54,0.9015754070866383
0.3,0.01,0.01,0.1,0.01,0.0001036500885365569,3.885336353395096,15.335864947738905,22,0.8724164647228213
0.3,0.01,0.01,0.1,0.03,8.962679621931276e-05,4.627979604948588,19.55203337953275,27,0.8767066655136837
0.3,0.01,0.01,0.1,0.1,0.00011553025831680824,4.089694961253039,15.585656932834171,26,0.8801427621991663
0.3,0.01,0.01,0.1,0.3,7.135013338751276e-05,4.6145843550979535,17.035860801518268,32,0.8946751696967193
0.3,0.01,0.01,0.3,0.01,0.008122876642897379,4.814323992611101,14.975870117512052,12,0.6996295737592241
0.3,0.01,0.01,0.3,0.03,0.007488911874482719,5.299555009015644,18.9552273542535,15,0.7446601584025165
0.3,0.01,0.01,0.3,0.1,0.0067717198451838845,3.996265268021788,12.712019127875696,10,0.7773677034799797
0.3,0.01,0.01,0.3,0.3,0.00626917340170166,5.202659357113727,19.20777762630889,14,0.7450685506855935
0.3,0.03,0.01,0.01,0.01,5.079334934298781e-07,3.667941651986113,19.593765622993722,81,0.826629111606718
0.3,0.03,0.01,0.01,0.03,2.604266768975508e-07,3.1589778214957582,13.534217582700768,88,0.8323828014072353
0.3,0.03,0.01,0.01,0.1,2.1800460910229512e-07,3.5243217561069202,17.384822548771723,87,0.880585520759411
0.3,0.03,0.01,0.01,0.3,2.1808937853052808e-07,3.42593276703298,16.607691179652754,88,0.8573256855013507
0.3,0.03,0.01,0.03,0.01,4.837432825877477e-06,3.51935555879208,15.782633115235386,65,0.8489851181990673
0.3,0.03,0.01,0.03,0.03,4.575641680258747e-06,3.909286996064233,17.439385513944302,51,0.8918731551199889
0.3,0.03,0.01,0.03,0.1,2.7845152293987114e-06,3.7089299600455914,16.15772685106696,64,0.8789120486817411
0.3,0.03,0.01,0.03,0.3,1.567566242710956e-06,3.7959016724671315,18.01008454640212,70,0.857581931974414
0.3,0.03,0.01,0.1,0.01,0.00010628157573402688,5.002099499269194,17.312452453300175,34,0.8667227372502352
0.3,0.03,0.01,0.1,0.03,0.00010652719842536096,4.428706542084746,17.811226060209925,27,0.8790374430973857
0.3,0.03,0.01,0.1,0.1,7.174751896533693e-05,4.3599577911409915,15.99268978410393,31,0.895313161780207
0.3,0.03,0.01,0.1,0.3,5.071550411166796e-05,4.293504500522331,18.935004037154464,34,0.8785959035987901
0.3,0.03,0.01,0.3,0.01,0.009111298765978507,4.811958337192287,16.083321099177986,13,0.7392262865794123
0.3,0.03,0.01,0.3,0.03,0.00997404459018925,4.080104018207378,13.175800800774923,11,0.6750186535384597
0.3,0.03,0.01,0.3,0.1,0.0067926495926865565,4.438896445962735,15.269780668721225,10,0.7340893465706428
0.3,0.03,0.01,0.3,0.3,0.0052827077194671605,4.1846537039002225,14.941959960888683,11,0.7241962104220558
0.3,0.1,0.01,0.01,0.01,1.9903575521746148e-06,3.828483911442782,16.02990099832812,73,0.8644726459737917
0.3,0.1,0.01,0.01,0.03,5.765297320744403e-06,3.3369815462236434,12.621170631440137,72,0.3449726224939407
0.3,0.1,0.01,0.01,0.1,1.476328908418355e-06,3.652549039615023,14.739013623077021,76,0.7485654076669495
0.3,0.1,0.01,0.01,0.3,2.4653944711355195e-07,3.3270137501273136,13.596114591917514,83,0.8914190803470485
0.3,0.1,0.01,0.03,0.01,1.1736183066380715e-05,4.112232109505634,17.679767428341002,51,0.8742848393808821
0.3,0.1,0.01,0.03,0.03,9.960818620467079e-06,4.231110543586026,16.645102041638836,46,0.9032021234888592
0.3,0.1,0.01,0.03,0.1,3.3754858764670774e-06,4.300142093171251,20.00800372354266,65,0.8513236304422513
0.3,0.1,0.01,0.03,0.3,1.4918938537698188e-06,3.470522402500911,14.93380111455787,77,0.8903571657749721
0.3,0.1,0.01,0.1,0.01,0.0002627900780099558,4.382826522514187,14.84242691329114,21,0.810833981803626
0.3,0.1,0.01,0.1,0.03,0.0001837184793095765,4.817944792348786,15.048433669940087,25,0.8181141979895277
0.3,0.1,0.01,0.1,0.1,9.808200353219576e-05,3.95558881388928,14.80445643198496,23,0.8417512494151463
0.3,0.1,0.01,0.1,0.3,1.2940688717711345e-05,4.106331430062793,18.086333416696874,45,0.9103232850435666
0.3,0.1,0.01,0.3,0.01,0.019660473876799225,5.407471455941646,19.441399705587692,10,0.7144221798582538
0.3,0.1,0.01,0.3,0.03,0.020130251806283545,3.038313406278238,9.527179113775528,9,0.7255249639437976
0.3,0.1,0.01,0.3,0.1,0.01505204000612051,4.238288630509963,13.891572439489638,9,0.6776577297363402
0.3,0.1,0.01,0.3,0.3,0.0041323055162286,4.545801271129877,15.072380896196456,10,0.7550874032711756
0.3,0.3,0.01,0.01,0.01,0.2246580135683069,2.534096500625438,5.068193001250876,2,0.22166424369506793
0.3,0.3,0.01,0.01,0.03,0.06905136929196648,2.742827294828337,7.730067707975345,4,0.2783548527288774
0.3,0.3,0.01,0.01,0.1,0.037597667567266985,3.47163206238433,10.750329444838187,6,0.5602315763616155
0.3,0.3,0.01,0.01,0.3,0.0064677641917934925,3.1589206320109513,9.276468904099527,5,0.47924897087268153
0.3,0.3,0.01,0.03,0.01,0.48040133227969434,2.8252137563361686,5.650427512672337,2,0.2209925174659336
0.3,0.3,0.01,0.03,0.03,0.254320226936164,2.3399529335766283,5.730960511160262,3,0.20989824686383035
0.3,0.3,0.01,0.03,0.1,0.03173393180490582,2.9296593408379663,8.539218359723645,5,0.5215656494828933
0.3,0.3,0.01,0.03,0.3,0.01584046641959111,3.74409097162246,10.88717344404649,5,0.5010141995298003
0.3,0.3,0.01,0.1,0.01,1.477371135158554,2.362660755119485,4.72532151023897,2,0.20225253172457705
0.3,0.3,0.01,0.1,0.03,1.1533407469316836,2.2871447465628623,4.5742894931257245,2,0.21115283411559777
0.3,0.3,0.01,0.1,0.1,0.24956002305821928,2.5780420507435284,5.156084101487057,2,0.19851107552683084
0.3,0.3,0.01,0.1,0.3,0.020076535115589694,3.3645871018873894,10.401293709217425,6,0.5583112626498413
0.3,0.3,0.01,0.3,0.01,4.489655950195383,2.445291062110927,4.890582124221854,2,0.21271475526212977
0.3,0.3,0.01,0.3,0.03,4.057632327534835,2.1247178535407545,4.249435707081509,2,0.18874052958246468
0.3,0.3,0.01,0.3,0.1,3.046461672520221,2.1978233950112602,4.3956467900225205,2,0.17173899887606095
0.3,0.3,0.01,0.3,0.3,0.24910200844118502,2.0405210677265915,4.997746952399552,3,0.21427153058977355
0.01,0.01,0.03,0.01,0.01,0.2631061267693966,1.1083383551052108,2.2166767102104217,2,0.17951959896159886
0.01,0.01,0.03,0.01,0.03,0.2626749866072729,1.1890943347449818,2.763135278914426,3,0.18690692047811075
0.01,0.01,0.03,0.01,0.1,0.22237553125165743,1.49837388598652,2.99674777197304,2,0.18728675299135236
0.01,0.01,0.03,0.01,0.3,0.12263465388926081,1.351130117321836,3.293367715156206,3,0.20479153914953668
0.01,0.01,0.03,0.03,0.01,0.2791698943571663,1.043278372797405,2.4854331958358764,3,0.17451760710854172
0.01,0.01,0.03,0.03,0.03,0.2650214755341441,1.0126190491773732,2.1717466605103017,3,0.16926652758093097
0.01,0.01,0.03,0.03,0.1,0.22329106337676394,1.1387502933224845,2.601071647951823,3,0.19454256250384608
0.01,0.01,0.03,0.03,0.3,0.12066040247401451,0.9465758205574495,2.4833822993145525,4,0.222930037167056
0.01,0.01,0.03,0.1,0.01,0.31931259150205377,0.9031593558580067,1.8063187117160133,2,0.1654824384615005
0.01,0.01,0.03,0.1,0.03,0.31718269549970574,0.6006198970802955,1.465784453880879,3,0.15512187848486406
0.01,0.01,0.03,0.1,0.1,0.2667715217559719,1.0806895760404058,2.1613791520808117,2,0.1767481048602751
0.01,0.01,0.03,0.1,0.3,0.16210753816906545,0.9215804392563746,1.8431608785127491,2,0.20313452457823933
0.01,0.01,0.03,0.3,0.01,0.4673255786630034,0.9293386223757696,1.9849079401710064,3,0.15126720664827809
0.01,0.01,0.03,0.3,0.03,0.44324024250165056,0.9281146055643464,2.077444763187362,3,0.14695906729720948
0.01,0.01,0.03,0.3,0.1,0.39734767053407866,1.0774274490779818,2.1548548981559636,2,0.14074318776592382
0.01,0.01,0.03,0.3,0.3,0.27373667496589404,1.1141658404622121,2.2283316809244242,2,0.15803498476338768
0.01,0.03,0.03,0.01,0.01,2.116507373308989,0.7624171463952808,1.5248342927905616,2,0.03226774823709491
0.01,0.03,0.03,0.01,0.03,2.124266638684077,0.6416386062412492,1.4737581936800745,3,0.03584297392581369
0.01,0.03,0.03,0.01,0.1,1.9448672832758551,0.4949630795045782,0.9899261590091564,2,0.0335965487271023
0.01,0.03,0.03,0.01,0.3,1.332291352378284,0.8605079971496545,1.721015994299309,2,0.04513783461761761
0.01,0.03,0.03,0.03,0.01,2.1335157830680083,0.6032390653988089,1.2064781307976178,2,0.03418294073097669
0.01,0.03,0.03,0.03,0.03,2.1307775552591584,0.6633931773900756,1.3267863547801513,2,0.03626891432074131
0.01,0.03,0.03,0.03,0.1,1.8770154480371533,0.37035369065519613,0.7407073813103923,2,0.03849712604896066
0.01,0.03,0.03,0.03,0.3,1.126110321220007,0.3624044019337105,0.724808803867421,2,0.03829808600013426
0.01,0.03,0.03,0.1,0.01,2.071106659829955,0.9056901035421371,2.2158765178370734,3,0.02715294181348548
0.01,0.03,0.03,0.1,0.03,2.0819729335696415,0.6167452398700476,1.2334904797400952,2,0.028862678440478823
0.01,0.03,0.03,0.1,0.1,1.9523987548254937,0.17090671484664416,0.3418134296932883,2,0.030264704781454405
0.01,0.03,0.03,0.1,0.3,1.4430776892253692,0.8488585243448414,1.6977170486896829,2,0.046214808441556454
0.01,0.03,0.03,0.3,0.01,2.402184869451262,0.7052832025346428,1.4105664050692857,2,0.03075042098062092
0.01,0.03,0.03,0.3,0.03,2.3455273958162772,0.675678046364441,1.351356092728882,2,0.031727217242545125
0.01,0.03,0.03,0.3,0.1,2.115206166579282,0.6629835008432371,1.3259670016864742,2,0.03058585905241057
0.01,0.03,0.03,0.3,0.3,1.4839902817997457,0.7190891639108955,1.758460841583888,3,0.039621443370404845
0.01,0.1,0.03,0.01,0.01,9.094666943067612,0.5319493577480967,1.0638987154961934,2,0.0055025981974077265
0.01,0.1,0.03,0.01,0.03,8.794813134079703,0.41472795370833004,0.8294559074166601,2,0.005213356858064289
0.01,0.1,0.03,0.01,0.1,8.457857424131397,0.7397586922077304,1.4795173844154608,2,0.007276115467812205
0.01,0.1,0.03,0.01,0.3,6.28929391455263,0.43259313453091125,0.8651862690618225,2,0.007705705293641424
0.01,0.1,0.03,0.03,0.01,9.099954529782373,0.48085337904430614,0.9617067580886123,2,0.005235894255942453
0.01,0.1,0.03,0.03,0.03,9.10146984631839,0.5686454837068561,1.1372909674137122,2,0.004061529419863874
0.01,0.1,0.03,0.03,0.1,7.714190646684847,0.35222515067717874,0.7044503013543575,2,0.004882620993855669
0.01,0.1,0.03,0.03,0.3,6.1988671014951215,0.7149724970874418,1.4299449941748836,2,0.008506603706750937
0.01,0.1,0.03,0.1,0.01,8.78799935943812,0.4704398866760125,0.940879773352025,2,0.004112287532857917
0.01,0.1,0.03,0.1,0.03,9.022323230713335,0.632370326926162,1.264740653852324,2,0.005132210605092086
0.01,0.1,0.03,0.1,0.1,8.368525390827482,0.4036324226877345,0.807264845375469,2,0.006086979523699382
0.01,0.1,0.03,0.1,0.3,5.757630222166984,0.9046124550563872,1.8092249101127744,2,0.008349369836933213
0.01,0.1,0.03,0.3,0.01,9.870789122988533,0.5724207804067157,1.1448415608134315,2,0.005670052487265931
0.01,0.1,0.03,0.3,0.03,9.139711950820889,0.8345817096718722,1.6691634193437443,2,0.005877367648844445
0.01,0.1,0.03,0.3,0.1,7.922486587147318,0.4437637742095999,0.8875275484191998,2,0.005216988075370826
0.01,0.1,0.03,0.3,0.3,6.563749558573704,0.746259063247835,1.4925181264956697,2,0.00917074406159682
0.01,0.3,0.03,0.01,0.01,28.33070413262592,0.0,0.0,1,-2.886579864025407e-15
0.01,0.3,0.03,0.01,0.03,26.7492831193304,0.0,0.0,1,4.440892098500626e-16
0.01,0.3,0.03,0.01,0.1,23.585951265180977,0.0,0.0,1,-1.1102230246251565e-16
0.01,0.3,0.03,0.01,0.3,20.38793133568342,0.8226614836822956,1.6453229673645913,2,0.0006733587554412779
0.01,0.3,0.03,0.03,0.01,28.21665187782795,0.0,0.0,1,-8.881784197001252e-16
0.01,0.3,0.03,0.03,0.03,26.5303237592532,0.0,0.0,1,-2.220446049250313e-16
0.01,0.3,0.03,0.03,0.1,25.210178150664618,0.0,0.0,1,1.7763568394002505e-15
0.01,0.3,0.03,0.03,0.3,19.20302407648855,0.5642289635313098,1.1284579270626196,2,0.0002927038152206185
0.01,0.3,0.03,0.1,0.01,28.94917277208951,0.0,0.0,1,0.0
0.01,0.3,0.03,0.1,0.03,29.381972933119677,0.0,0.0,1,-9.992007221626409e-16
0.01,0.3,0.03,0.1,0.1,25.74532739035622,0.0,0.0,1,-1.5543122344752192e-15
0.01,0.3,0.03,0.1,0.3,21.19887760989433,0.4741279733760603,0.9482559467521205,2,0.00045334254085280246
0.01,0.3,0.03,0.3,0.01,29.294229244205223,0.0,0.0,1,1.3322676295501878e-15
0.01,0.3,0.03,0.3,0.03,30.308388180332788,0.0,0.0,1,1.9984014443252818e-15
0.01,0.3,0.03,0.3,0.1,24.379011055798124,0.0,0.0,1,-8.881784197001252e-16
0.01,0.3,0.03,0.3,0.3,19.496533116698874,0.6118388343589434,1.2236776687178867,2,0.00039103438597790086
0.03,0.01,0.03,0.01,0.01,3.846158883884288e-07,3.3621719745363583,13.820048140178606,62,0.8201997773974087
